Object ID,Street Name,Street Type,CNN ID,Street Name 2,Street Type 2,Street Name 3,Street Type 3,Street Name 4,Street Type 4,Annual Pedestrian Volume,Last Edited Date,Geom
6978,GOLDEN GATE,AVE,24932000,CONTINUUM,WAY, , , , ,12159719,,"(37.7817640368, -122.414696347)"
6979,ELM,ST,24465000,POLK,ST, , , , ,2583292,,"(37.7817097317, -122.418914526)"
6980,GEARY,BLVD,27288000,08TH,AVE, , , , ,3936644,,"(37.7809295286, -122.466440126)"
6981,LARCH,ST,54181000,LAGUNA,ST, , , , ,383880,,"(37.7815872341, -122.427311817)"
6982,GEARY,BLVD,27285000,07TH,AVE, , , , ,6291089,,"(37.7809704328, -122.465366093)"
6983,04TH,ST,23938000,FOLSOM,ST, , , , ,6845970,,"(37.7820292135, -122.401172932)"
6984,ANZAVISTA,AVE,26398000,OFARRELL,ST, , , , ,575354,,"(37.7813256313, -122.445597031)"
6985,03RD,ST,20657000,PERRY,ST, , , , ,1173930,,"(37.7821240687, -122.39685464)"
6986,06TH,AVE,27284000,GEARY,BLVD, , , , ,5638427,,"(37.7810238631, -122.464292393)"
6987,ENCANTO,AVE,26387000,TERRA VISTA,AVE, , , , ,488725,,"(37.7813727028, -122.443867306)"
6988,LEAVENWORTH,ST,24334000,GOLDEN GATE,AVE, , , , ,14151356,,"(37.7818682837, -122.413878819)"
6989,MONTGOMERY,ST,24757000,MERCHANT,ST, , , , ,4738728,,"(37.7950712764, -122.403234615)"
6990,SPOFFORD,ST,25022000,OLD CHINATOW,LN,WASHINGTON,ST, , ,2691359,,"(37.7950209212, -122.407498413)"
6991,CLAY,ST,24693000,FRONT,ST, , , , ,14887274,,"(37.7951683333, -122.399162634)"
6992,NORMANDIE,TER,26868000,VALLEJO,ST, , , , ,30996,,"(37.7944980003, -122.440881344)"
6993,ROSS,ALY,25018000,WASHINGTON,ST, , , , ,2425198,,"(37.795048615, -122.407279957)"
6994,WASHINGTON,ST,25017000,WAVERLY,PL, , , , ,3643722,,"(37.7950823283, -122.407013994)"
6995,BROADWAY,0,26658000,BUCHANAN,ST, , , , ,150962,,"(37.7946892105, -122.431647084)"
6996,HITCHCOCK,LN,51809000,PERSHING,DR, , , , ,94500,,"(37.7939239947, -122.478683435)"
6997,JACKSON,ST,25262000,JONES,ST, , , , ,472623,,"(37.794993102, -122.414838849)"
6998,WASHINGTON,ST,24781000,GRANT,AVE, , , , ,10779770,,"(37.7951494116, -122.406488767)"
6999,SCOTT,ST,26869000,VALLEJO,ST, , , , ,92708,,"(37.7946027048, -122.440058438)"
7000,DAVIS,ST,30050000,CLAY,ST, , , , ,11161070,,"(37.7953178889, -122.397987964)"
7301,LA GRANDE,AVE,34018000,DUBLIN,ST, , , , ,431006,,"(37.7193070463, -122.425843216)"
7302,STRATFORD,DR,33448000,JUNIPERO SER,BLVD, , , , ,572082,,"(37.7185819738, -122.472617386)"
7303,VICTORIA,ST,22708000,HOLLOWAY,AVE, , , , ,190884,,"(37.7216788132, -122.465404204)"
7304,ARCH,ST,22711000,HOLLOWAY,AVE, , , , ,209243,,"(37.7216666625, -122.467198374)"
7305,ALAMEDA,ST,24227000,HARRISON,ST, , , , ,401373,,"(37.7680277664, -122.413354217)"
7306,14TH,ST,25874000,LANDERS,ST, , , , ,1978619,,"(37.767797631, -122.427878214)"
7307,STOW LAKE,DR,27442000,MARTIN LUTHE,DR, , , , ,121958,,"(37.7670617858, -122.473293055)"
7308,ALAMEDA,ST,24218000,TREAT,AVE, , , , ,392236,,"(37.7680785486, -122.412437398)"
7309,HWY 101 S ON,RAMP,52112000,HWY 101 SOUT,0, , , , ,287197,,"(37.7682051206, -122.406093716)"
7310,14TH,ST,25871000,DOLORES,ST, , , , ,5059265,,"(37.7678739623, -122.4267064)"
7311,BRYANT,ST,24215000,ALAMEDA,ST, , , , ,316261,,"(37.7681828141, -122.41074393)"
7312,SHRADER,ST,26425000,BEULAH,ST, , , , ,645427,,"(37.7675227989, -122.451500484)"
7313,VAN NESS,AVE,25197000,GEARY,ST,GEARY,BLVD, , ,7720854,,"(37.785690747, -122.421406525)"
7314,POST,ST,26522000,BUCHANAN,ST, , , , ,8066121,,"(37.7855687913, -122.429795811)"
7315,06TH,AVE,27596000,CALIFORNIA,ST, , , , ,1543771,,"(37.7849989151, -122.464585383)"
7316,BEALE,ST,23599000,BRYANT,ST, , , , ,3129832,,"(37.7862287249, -122.389649852)"
7317,AMITY,ALY,25158000,ADA,CT, , , , ,6214707,,"(37.7858078557, -122.415757089)"
7318,SUTTER,ST,26625000,SCOTT,ST, , , , ,1937732,,"(37.7854642852, -122.438219602)"
7319,PRESIDIO,AVE,26840000,EUCLID,AVE,BUSH,ST, , ,847743,,"(37.7853752078, -122.446434929)"
7320,CALIFORNIA,ST,27594000,05TH,AVE, , , , ,483523,,"(37.7851354806, -122.463516236)"
7321,TAYLOR,ST,24942000,OFARRELL,ST, , , , ,29547772,,"(37.7860011817, -122.411338797)"
7322,NEW MONTGOME,ST,24596000,HOWARD,ST, , , , ,9502841,,"(37.786214439, -122.398990382)"
7323,POLK,ST,25182000,GEARY,ST, , , , ,13516379,,"(37.7858978465, -122.41975195)"
7324,SUTTER,ST,26626000,PIERCE,ST, , , , ,544480,,"(37.7856727279, -122.436570516)"
7325,MISSION,ST,24613000,03RD,ST, , , , ,8644207,,"(37.7862530982, -122.402038634)"
7326,BUSH,ST,26833000,LYON,ST, , , , ,861494,,"(37.7855536121, -122.445033078)"
7327,CALIFORNIA,ST,27587000,04TH,AVE, , , , ,1453443,,"(37.7852710672, -122.462454667)"
7328,GOUGH,ST,26710000,FILBERT,ST, , , , ,421935,,"(37.7990716299, -122.427470515)"
7329,LOMBARD,ST,26976000,BRODERICK,ST, , , , ,662419,,"(37.7987951896, -122.444331841)"
7330,HARRIS,PL,26732000,LAGUNA,ST, , , , ,498592,,"(37.7990182148, -122.430834101)"
7331,VALLEJO,ST,24808000,BATTERY,ST, , , , ,1625705,,"(37.7995363956, -122.401253457)"
7332,PRESIDIO,BLVD,51234000,MESA,ST, , , , ,282192,,"(37.7986344962, -122.457003214)"
7333,RICHARDSON,AVE,27000000,LOMBARD,ST, , , , ,472144,,"(37.7988445727, -122.444841086)"
7334,MACONDRAY,LN,25434000,TAYLOR,ST, , , , ,33644,,"(37.7993714812, -122.414040723)"
7335,SHARP,PL,25513000,UNION,ST, , , , ,375312,,"(37.7993097574, -122.418239666)"
7336,MACARTHUR,AVE,51245000,PRESIDIO,BLVD, , , , ,181988,,"(37.798790718, -122.453475938)"
7337,ALLEN,ST,25548000,EASTMAN,ST, , , , ,116572,,"(37.7993550962, -122.420155482)"
7338,VALLEJO,ST,24805000,FRONT,ST, , , , ,1752664,,"(37.7996863623, -122.400079294)"
7339,FRANKLIN,ST,26698000,FILBERT,ST, , , , ,1847624,,"(37.7992806173, -122.42582675)"
7026,MACARTHUR,AVE,51250000,WALLEN,ST, , , , ,191343,,"(37.7947512881, -122.455655871)"
7027,COMPTON,RD,51364000,WASHINGTON,BLVD, , , , ,209962,,"(37.7944939166, -122.472191255)"
7028,SANSOME,ST,24711000,WASHINGTON,ST, , , , ,18958960,,"(37.7957243269, -122.401689241)"
7029,BROADWAY,0,26568000,GOUGH,ST, , , , ,1037943,,"(37.7953212167, -122.426712818)"
7030,HYDE,ST,25280000,PACIFIC,AVE, , , , ,2095300,,"(37.7954685306, -122.418306716)"
7031,DEENS,RD,51283000,WASHINGTON,BLVD, , , , ,67860,,"(37.7947367625, -122.463333749)"
7032,POWELL,ST,25049000,JACKSON,ST, , , , ,9271981,,"(37.7956213714, -122.409911968)"
7033,RAWLES,ST,51198000,PRESIDIO,BLVD, , , , ,75898,,"(37.7950150095, -122.449064892)"
7034,CUSTOM HOUSE,PL,24708000,WASHINGTON,ST, , , , ,3314527,,"(37.7957983104, -122.40112329)"
7035,ADELE,CT,25050000,JACKSON,ST, , , , ,1995018,,"(37.7956656539, -122.409560436)"
7036,GREEN,ST,26878000,BRODERICK,ST, , , , ,119069,,"(37.7951128902, -122.443586641)"
7037,STONE,ST,30041000,JACKSON,ST, , , , ,904546,,"(37.7956913106, -122.40935676)"
7038,WASHINGTON,ST,24695000,BATTERY,ST, , , , ,14947172,,"(37.7958799509, -122.400498751)"
7039,PACIFIC,AVE,25273000,BURGOYNE,ST, , , , ,493484,,"(37.7956306605, -122.417018325)"
7040,COLTON,ST,24394000,BRADY,ST, , , , ,1282065,,"(37.7728768915, -122.420413015)"
7041,FULTON,ST,27978000,LA PLAYA,0, , , , ,379471,,"(37.7714009694, -122.509907978)"
7042,CROSSOVER,DR,32864000,TRANSVERSE,DR, , , , ,251895,,"(37.7718929428, -122.481798579)"
7043,36TH,AVE,27823000,SPRECKELS LA,DR, , , , ,278117,,"(37.7716707617, -122.495709796)"
7044,WEBSTER,ST,54055000,ROSE,ST, , , , ,1439904,,"(37.7727982861, -122.428911616)"
7045,MARKET,ST,30754000,GOUGH,ST, , , , ,2635328,,"(37.7729140668, -122.422199654)"
7046,FULTON,ST,27968000,47TH,AVE, , , , ,290261,,"(37.7714999712, -122.507763893)"
7047,I-80 W OFF,RAMP,50081000,08TH,ST, , , , ,357750,,"(37.7731709634, -122.407784423)"
7048,FULTON,ST,27973000,46TH,AVE, , , , ,367168,,"(37.7715474168, -122.506698542)"
7049,HAIGHT,ST,25857000,OCTAVIA,ST, , , , ,2747480,,"(37.7729623365, -122.423771595)"
7050,11TH,ST,24353000,HOWARD,ST, , , , ,5501484,,"(37.7731055323, -122.415574604)"
7051,PAGE,ST,25995000,STEINER,ST, , , , ,272690,,"(37.7728341911, -122.432293326)"
7052,SOUTH VAN NE,AVE,24388000,OTIS,ST,12TH,ST,MISSION,ST,5729550,,"(37.773058398, -122.418631432)"
7053,44TH,AVE,27969000,FULTON,ST, , , , ,395485,,"(37.7716453254, -122.504557575)"
7054,CHASE,CT,33025000,COLUSA,PL, , , , ,2752199,,"(37.7730678792, -122.419619791)"
7055,FELL,ST,26420000,CLAYTON,ST, , , , ,3208917,,"(37.772583858, -122.449156392)"
7056,HAIGHT,ST,30753000,MARKET,ST,GOUGH,ST, , ,2506615,,"(37.7730409951, -122.421954463)"
7057,FULTON,ST,27881000,43RD,AVE,CHAIN OF LAK,DR, , ,1046336,,"(37.7716943188, -122.503485918)"
7058,LAFAYETTE,ST,24362000,MINNA,ST, , , , ,1854417,,"(37.7731398768, -122.417464318)"
7059,ROSE,ST,54054000,BUCHANAN,ST, , , , ,255144,,"(37.773006638, -122.427273616)"
7060,30TH,AVE,27810000,SPRECKELS LA,DR, , , , ,308324,,"(37.7719865731, -122.489581336)"
7061,41ST,AVE,27874000,FULTON,ST, , , , ,327103,,"(37.771792351, -122.501340937)"
7062,FOLSOM,ST,24234000,DORE,ST, , , , ,1507140,,"(37.7732897256, -122.41223822)"
7063,FULTON,ST,27872000,40TH,AVE, , , , ,312446,,"(37.7718412461, -122.500270772)"
7064,BRADY,ST,24397000,STEVENSON,ST, , , , ,2320289,,"(37.7731696306, -122.420787716)"
7065,CALIFORNIA,ST,27632000,18TH,AVE, , , , ,456805,,"(37.7842274323, -122.477522574)"
7066,BAYSIDE VILL,PL,54006000,BRYANT,ST, , , , ,758612,,"(37.7856778262, -122.390243327)"
7067,JONES,ST,24931000,ANTONIO,ST, , , , ,7419385,,"(37.7853133936, -122.412885253)"
7068,17TH,AVE,27631000,CALIFORNIA,ST, , , , ,433589,,"(37.7842760656, -122.476450028)"
7069,CYRIL MAGNIN,ST,24895000,ELLIS,ST, , , , ,7586844,,"(37.7853931943, -122.408680299)"
7070,SUTTER,ST,26815000,BAKER,ST, , , , ,327213,,"(37.7848316291, -122.443195772)"
7071,MYRTLE,ST,30709000,VAN NESS,AVE, , , , ,1996202,,"(37.7852193289, -122.42137328)"
7072,STEVELOE,PL,24927000,JONES,ST, , , , ,4081805,,"(37.7853587686, -122.412894454)"
7073,VAN NESS,AVE,25195000,ALICE B TOKL,PL, , , , ,1433670,,"(37.7852375734, -122.421229675)"
7074,CALIFORNIA,ST,27623000,15TH,AVE, , , , ,360611,,"(37.7843753971, -122.474258765)"
7075,BOSWORTH,WAY,26597000,POST,ST, , , , ,2278516,,"(37.7850526314, -122.433918234)"
7076,CALIFORNIA,ST,27621000,14TH,AVE, , , , ,451515,,"(37.7844264104, -122.473133032)"
7077,HYDE,ST,25145000,OFARRELL,ST, , , , ,30780619,,"(37.7853809198, -122.416272922)"
7078,CALIFORNIA,ST,27620000,PARK PRESIDI,BLVD, , , , ,1445295,,"(37.7844538319, -122.472599092)"
7079,GUY,PL,24521000,LANSING,ST, , , , ,59137,,"(37.7857453691, -122.394383749)"
7080,FUNSTON,AVE,27619000,CALIFORNIA,ST, , , , ,366321,,"(37.7844812518, -122.472065153)"
7081,12TH,AVE,27611000,CALIFORNIA,ST, , , , ,1209533,,"(37.7845294206, -122.47099471)"
7082,OFARRELL,ST,25142000,ADA,CT, , , , ,12472762,,"(37.7854545732, -122.415687106)"
7083,BRODERICK,ST,26809000,SUTTER,ST, , , , ,1424737,,"(37.7850408426, -122.441550392)"
7084,CALIFORNIA,ST,27610000,11TH,AVE, , , , ,352509,,"(37.7845777226, -122.469921081)"
7085,31ST,AVE,28028000,SEA VIEW,TER, , , , ,224045,,"(37.7842297127, -122.491493739)"
7086,10TH,AVE,27607000,CALIFORNIA,ST, , , , ,1280896,,"(37.7846258471, -122.468852962)"
7087,ALICE B TOKL,PL,25181000,POLK,ST,MYRTLE,ST, , ,2303443,,"(37.7854379809, -122.419652205)"
7088,HARLEM,ALY,25143000,OFARRELL,ST, , , , ,16883752,,"(37.7855367788, -122.415033239)"
7089,09TH,AVE,27606000,CALIFORNIA,ST, , , , ,396261,,"(37.7846735704, -122.467777488)"
7090,CALIFORNIA,ST,27599000,08TH,AVE, , , , ,1397098,,"(37.784720464, -122.466707667)"
7091,OFARRELL,ST,25153000,LEAVENWORTH,ST, , , , ,15740615,,"(37.7855874202, -122.414630423)"
7092,30TH,AVE,28025000,SEA VIEW,TER, , , , ,250362,,"(37.7843552945, -122.490430561)"
7093,06TH,AVE,27597000,CORNWALL,ST, , , , ,446230,,"(37.7847968088, -122.464564608)"
7094,03RD,ST,24609000,MINNA,ST, , , , ,8975499,,"(37.7858341605, -122.401503049)"
7095,GEARY,BLVD,25213000,FRANKLIN,ST, , , , ,10373155,,"(37.7854871882, -122.423040769)"
7096,MASONIC,AVE,26845000,EUCLID,AVE, , , , ,911083,,"(37.7850885781, -122.447633328)"
7097,WEBSTER,ST,26591000,POST,ST, , , , ,6220003,,"(37.785377591, -122.431379615)"
7098,05TH,AVE,27586000,CORNWALL,ST, , , , ,502591,,"(37.7848607615, -122.463496391)"
7099,DIVISADERO,ST,26624000,SUTTER,ST, , , , ,6016202,,"(37.7852524703, -122.439885832)"
7100,CLEMENTINA,ST,24535000,02ND,ST, , , , ,1906332,,"(37.7859689377, -122.397247674)"
7101,CALIFORNIA,ST,27593000,07TH,AVE,CORNWALL,ST, , ,407597,,"(37.7848574749, -122.465645535)"
7102,04TH,AVE,27585000,CORNWALL,ST, , , , ,450864,,"(37.7849118045, -122.462429524)"
7103,I-80 E ON,RAMP,24494000,01ST,ST,HARRISON,ST, , ,3098840,,"(37.7860724793, -122.392949898)"
7104,03RD,AVE,27582000,CORNWALL,ST, , , , ,361565,,"(37.7849618219, -122.461349618)"
7105,HYDE,ST,25161000,MABEL,ALY, , , , ,9662435,,"(37.7857314625, -122.416343994)"
7106,CORNWALL,ST,27565000,02ND,AVE, , , , ,474116,,"(37.7850112237, -122.460282824)"
7107,OFARRELL,ST,24945000,JONES,ST, , , , ,28341828,,"(37.7857945304, -122.412982882)"
7108,GRANT,AVE,25060000,BROADWAY,0, , , , ,4367331,,"(37.7978272493, -122.40702938)"
7109,GREEN,ST,26551000,VAN NESS,AVE, , , , ,1880039,,"(37.7976215278, -122.423806183)"
7110,VALLEJO,ST,25270000,FLORENCE,ST, , , , ,279305,,"(37.7978270578, -122.414823338)"
7111,BROADWAY,0,24840000,ROWLAND,ST, , , , ,1528853,,"(37.7981233924, -122.404693151)"
7112,ALTA VISTA,TER,50207000,VALLEJO,ST, , , , ,28536,,"(37.798079519, -122.412843668)"
7113,VALLEJO,ST,25116000,MASON,ST, , , , ,358147,,"(37.7981701859, -122.4121091)"
7114,GREENWICH,ST,26899000,BAKER,ST, , , , ,352550,,"(37.7976946931, -122.445798663)"
7115,PRESIDIO,BLVD,51209000,LOMBARD,ST, , , , ,172530,,"(37.7976931825, -122.451230604)"
7116,VALLEJO,ST,25354000,TURK MURPHY,LN, , , , ,3607440,,"(37.7984472422, -122.409891971)"
7117,ROMOLO,ST,25320000,FRESNO,ST, , , , ,667921,,"(37.7985936653, -122.406385818)"
7118,PENNSYLVANIA,AVE,23625000,22ND,ST, , , , ,88893,,"(37.7576557298, -122.393135838)"
7119,LIBERTY,ST,25783000,RAYBURN,ST, , , , ,30467,,"(37.7570592959, -122.431859603)"
7120,LIBERTY,ST,25782000,SANCHEZ,ST, , , , ,126278,,"(37.7571299475, -122.43069171)"
7121,MINNESOTA,ST,23643000,22ND,ST, , , , ,321029,,"(37.7578308055, -122.390223295)"
7122,BURNETT NORT,AVE,32967000,IRON,ALY, , , , ,1184,,"(37.7569656933, -122.445118847)"
7123,CHURCH,ST,25678000,LIBERTY,ST, , , , ,79932,,"(37.757297179, -122.427982819)"
7124,ILLINOIS,ST,23553000,22ND,ST, , , , ,366346,,"(37.7580048992, -122.387325901)"
7125,LIBERTY,ST,25670000,DOLORES,ST, , , , ,178913,,"(37.757434613, -122.425702673)"
7126,22ND,ST,23658000,TEXAS,ST, , , , ,262527,,"(37.7580517416, -122.395135418)"
7127,20TH,ST,26135000,DOUGLASS,ST, , , , ,8274,,"(37.7574204305, -122.439046646)"
7128,SOUTHERN HEI,AVE,23739000,DE HARO,ST, , , , ,150567,,"(37.7581370328, -122.400972983)"
7129,BUENA VISTA,AVE,26033000,HAIGHT,ST,BAKER,ST, , ,248326,,"(37.7708523768, -122.440370923)"
7130,BRODERICK,ST,26034000,HAIGHT,ST, , , , ,207601,,"(37.7710614376, -122.438722342)"
7131,03RD,ST,34156000,CHINA BASIN,ST, , , , ,693035,,"(37.7719987283, -122.389693691)"
7132,GGP ACCESS R,0,32846000,JOHN F KENNE,DR, , , , ,225286,,"(37.7700464358, -122.509528237)"
7133,STEINER,ST,25992000,LAUSSAT,ST, , , , ,1817972,,"(37.7714354711, -122.432011465)"
7134,GGP ACCESS R,0,32857000,JOHN F KENNE,DR, , , , ,406679,,"(37.7711366515, -122.454973967)"
7135,OCTAVIA,ST,35006000,MARKET,ST, , , , ,3687937,,"(37.7717414075, -122.423686626)"
7136,UNNAMED 014,0,50384000,CHANNEL,ST, , , , ,633304,,"(37.7723152785, -122.39492229)"
7137,GREAT,HWY,27966000,JOHN F KENNE,DR, , , , ,1101963,,"(37.7704406129, -122.510939175)"
7138,JOHN F KENNE,DR,27524000,30TH,AVE, , , , ,379529,,"(37.7708995036, -122.489817587)"
7139,BUCHANAN,ST,25891000,LAUSSAT,ST, , , , ,391079,,"(37.7720638185, -122.427077268)"
7140,BRODERICK,ST,26806000,POST,ST, , , , ,1149154,,"(37.7841114934, -122.441361758)"
7141,DOW,PL,24511000,02ND,ST, , , , ,1885974,,"(37.7849018761, -122.395908914)"
7142,POST,ST,26807000,ERKSON,CT, , , , ,1604382,,"(37.7842641521, -122.440164355)"
7143,POST,ST,26623000,DIVISADERO,ST, , , , ,5940507,,"(37.7843236177, -122.439697898)"
7144,I-80 E ON,RAMP,30018000,ESSEX,ST,HARRISON,ST, , ,4869248,,"(37.7851542559, -122.394112484)"
7145,MANZANITA,AVE,26914000,EUCLID,AVE, , , , ,600951,,"(37.7842802163, -122.451025368)"
7146,I-80 WESTBOU,0,50066000,I-80 W OFF,RAMP, , , , ,739776,,"(37.7853008841, -122.391953426)"
7147,ELLIS,ST,24926000,TAYLOR,ST, , , , ,20845397,,"(37.7850795425, -122.411153016)"
7148,POST,ST,26615000,PIERCE,ST, , , , ,593738,,"(37.7847410102, -122.436381578)"
7149,CALIFORNIA,ST,27643000,21ST,AVE, , , , ,350625,,"(37.7840815482, -122.480738532)"
7150,CALIFORNIA,ST,27635000,19TH,AVE, , , , ,380730,,"(37.7841789269, -122.478592064)"
7151,UNION,ST,26687000,FRANKLIN,ST, , , , ,7603113,,"(37.798348482, -122.425638723)"
7152,VALLEJO,ST,25332000,COLUMBUS,AVE, , , , ,10627538,,"(37.7987018083, -122.407882713)"
7153,JONES,ST,25271000,GREEN,ST, , , , ,156466,,"(37.7986850742, -122.415585537)"
7154,MORAGA,AVE,51496000,ARGUELLO,BLVD, , , , ,251310,,"(37.7980061941, -122.459466116)"
7155,KEARNY,ST,24842000,VALLEJO,ST, , , , ,572420,,"(37.7989742559, -122.405658485)"
7156,MARTINEZ,ST,51244000,BARNARD,AVE,PRESIDIO,BLVD, , ,134374,,"(37.7982315607, -122.455022789)"
7157,MACONDRAY,LN,25508000,LEAVENWORTH,ST, , , , ,71945,,"(37.7989468563, -122.417325716)"
7158,SHERIDAN,AVE,51293000,UNNAMED 001,0,UNNAMED 015,0, , ,108453,,"(37.7981961846, -122.465242655)"
7159,VALLEJO,ST,24823000,PRESCOTT,CT, , , , ,142265,,"(37.7992792449, -122.403266626)"
7160,AUGUST,ALY,25413000,GREEN,ST, , , , ,1061618,,"(37.7992073575, -122.411452474)"
7161,POWELL,ST,25412000,GREEN,ST, , , , ,1406786,,"(37.7993077998, -122.41065749)"
7162,21ST,ST,51741000,SAN BRUNO,AVE, , , , ,7919,,"(37.7582333136, -122.40486685)"
7163,48TH,AVE,27939000,LAWTON,ST, , , , ,376467,,"(37.7566036926, -122.507818071)"
7164,DOUGLASS,ST,26136000,SEWARD,ST, , , , ,141258,,"(37.7578603994, -122.439087202)"
7165,42ND,AVE,27773000,LAWTON,ST, , , , ,324132,,"(37.7568867595, -122.501387441)"
7166,40TH,AVE,27763000,LAWTON,ST, , , , ,241941,,"(37.7569806639, -122.499247447)"
7167,ALOHA,AVE,27137000,FUNSTON,AVE, , , , ,115928,,"(37.7575258289, -122.470165935)"
7168,35TH,AVE,27702000,LAWTON,ST, , , , ,216621,,"(37.7572162363, -122.493890667)"
7169,LAWTON,ST,27684000,31ST,AVE, , , , ,298115,,"(37.7574053668, -122.489604553)"
7170,JOHNSTONE,DR,33730000,CLARENDON,AVE, , , , ,365609,,"(37.7580675731, -122.452908485)"
7171,GLENBROOK,AVE,26261000,MOUNTAIN SPR,AVE, , , , ,95674,,"(37.758198011, -122.449503155)"
7172,SHOTWELL,ST,24124000,20TH,ST, , , , ,369693,,"(37.7588351752, -122.415792511)"
7173,HAIGHT,ST,25899000,FILLMORE,ST, , , , ,4131026,,"(37.7721132011, -122.430447135)"
7174,COLTON,ST,24404000,GOUGH,ST, , , , ,1330833,,"(37.7723488635, -122.421081289)"
7175,JOHN F KENNE,DR,27187000,CONSERVATORY,DR, , , , ,242971,,"(37.7717814285, -122.462060352)"
7176,OCEAN,AVE,52056000,INGLESIDE,PATH, , , , ,863393,,"(37.725594258, -122.463251284)"
7177,WESTWOOD,DR,22627000,MIRAMAR,AVE,EASTWOOD,DR, , ,481896,,"(37.7257305559, -122.458211757)"
7178,SAN RAMON,WAY,22620000,PLYMOUTH,AVE,SOUTHWOOD,DR, , ,503029,,"(37.7258135895, -122.45659534)"
7179,ELMWOOD,WAY,22656000,FAXON,AVE,SOUTHWOOD,DR, , ,405651,,"(37.7258197026, -122.45982929)"
7180,19TH,AVE,23068000,BUCKINGHAM,WAY, , , , ,642499,,"(37.7256970817, -122.475122051)"
7181,BAY SHORE,BLVD,20610000,FITZGERALD,AVE, , , , ,364942,,"(37.7269697007, -122.401888325)"
7182,KIRKWOOD,AVE,33122000,DONAHUE,ST, , , , ,134399,,"(37.7275676732, -122.371286157)"
7183,FRANCIS,ST,21774000,MISSION,ST, , , , ,1067972,,"(37.7265931415, -122.433370662)"
7184,17TH,ST,24053000,TREAT,AVE, , , , ,405597,,"(37.7638281507, -122.413600782)"
7185,IRVING,ST,27948000,45TH,AVE, , , , ,370224,,"(37.7623373354, -122.50500089)"
7186,EDGEWOOD,AVE,26295000,BELMONT,AVE, , , , ,391878,,"(37.763183642, -122.4549593)"
7187,MARIPOSA,ST,23651000,TENNESSEE,ST, , , , ,617622,,"(37.7642651611, -122.389865169)"
7188,IRVING,ST,27803000,44TH,AVE, , , , ,410532,,"(37.7623847208, -122.503929622)"
7189,43RD,AVE,27802000,IRVING,ST, , , , ,434092,,"(37.7624321521, -122.502857106)"
7190,03RD,ST,23572000,MARIPOSA,ST, , , , ,1942018,,"(37.7643267809, -122.388864493)"
7191,VULCAN,STWY,26168000,ORD,ST,ORD,CT, , ,26924,,"(37.7634982796, -122.440298416)"
7192,ALMA,ST,26273000,BELVEDERE,ST, , , , ,386213,,"(37.7633721732, -122.448122654)"
7193,42ND,AVE,27799000,IRVING,ST, , , , ,404299,,"(37.76247961, -122.50178374)"
7194,VULCAN,STWY,26169000,LEVANT,ST, , , , ,28076,,"(37.7634877137, -122.441996162)"
7195,IRVING,ST,27798000,41ST,AVE, , , , ,416588,,"(37.7625270136, -122.500711396)"
7196,40TH,AVE,27789000,IRVING,ST, , , , ,355036,,"(37.7625743355, -122.499640679)"
7197,CHULA,LN,33023000,ABBEY,ST, , , , ,340054,,"(37.7638032482, -122.427253325)"
7198,IRVING,ST,27788000,39TH,AVE, , , , ,304663,,"(37.7626217114, -122.498568524)"
7199,IRVING,ST,27783000,38TH,AVE, , , , ,300112,,"(37.7626690393, -122.497497229)"
7200,HARRISON,ST,24054000,17TH,ST, , , , ,327002,,"(37.7640958049, -122.413015897)"
7401,POST,ST,26505000,LAGUNA,ST, , , , ,8183305,,"(37.785789433, -122.428161404)"
7402,FILLMORE,ST,26747000,GREENWICH,ST, , , , ,1986519,,"(37.7989567953, -122.43587954)"
7403,GREEN,ST,25352000,COLUMBUS,AVE,STOCKTON,ST, , ,12477911,,"(37.7994947669, -122.409027594)"
7404,MORAGA,AVE,51255000,UNNAMED 145,0, , , , ,160826,,"(37.7987205215, -122.460977877)"
7405,GRAHAM,ST,51263000,SHERIDAN,AVE, , , , ,235432,,"(37.7988151304, -122.45825366)"
7406,HASTINGS,TER,25543000,HYDE,ST, , , , ,113453,,"(37.7995067795, -122.419122677)"
7407,JONES,ST,25490000,UNION,ST, , , , ,52206,,"(37.7996214116, -122.415774728)"
7408,MONTGOMERY,ST,51308000,BLISS,RD, , , , ,234874,,"(37.7989340639, -122.460027002)"
7409,MASON,ST,25419000,WEBB,PL, , , , ,203790,,"(37.7997697157, -122.412430773)"
7410,GREEN,ST,24857000,WINDSOR,PL, , , , ,123185,,"(37.7999649754, -122.405383743)"
7411,PIERCE,ST,26965000,LOMBARD,ST, , , , ,5690066,,"(37.7994302566, -122.439349875)"
7412,MONTGOMERY,ST,24850000,GREEN,ST, , , , ,144133,,"(37.800109237, -122.404253633)"
7413,NOE,ST,25786000,CUMBERLAND,ST, , , , ,105696,,"(37.7586273218, -122.432574289)"
7414,PEMBERTON,PL,32933000,VILLA,TER, , , , ,21079,,"(37.7584593384, -122.446784793)"
7415,17TH,AVE,27331000,LAWTON,ST, , , , ,94801,,"(37.7580658663, -122.474606954)"
7416,BRYANT,ST,24008000,20TH,ST, , , , ,385900,,"(37.7591989539, -122.409783334)"
7417,DOLORES,ST,25682000,CUMBERLAND,ST, , , , ,237792,,"(37.7590343403, -122.425856636)"
7418,EASEMENT,0,32840000,LAWTON,ST, , , , ,306089,,"(37.7584747484, -122.465357145)"
7419,LAWTON,ST,27104000,07TH,AVE, , , , ,1209229,,"(37.7585431209, -122.463794748)"
